Driver_ID,Age,Gender,Education_Level,Income,Joining Designation,Grade,Total Business Value,LastWorkingDate,Quarterly Rating,Dateofjoining,City,MMM-YY,Quarterly Rating Increased,Income Increased,LastWorkingDate2,Churn
1463,42.0,0.0,1.0,38105.0,1.0,1.0,8420350.0,2020-05-01,2.0,2018-08-25,C2,2020-01-01,0,0,2020-05-01,1
1464,48.0,1.0,2.0,69141.0,1.0,2.0,19778240.0,2019-11-28,3.0,2018-07-07,C25,2019-12-01,0,0,2019-11-28,1
1465,34.0,0.0,0.0,45180.0,3.0,3.0,100310.0,2019-02-03,1.0,2018-03-12,C17,2019-03-01,0,0,2019-02-03,1
1466,42.0,0.0,1.0,45183.0,2.0,2.0,859940.0,2019-06-17,1.0,2019-05-01,C2,2019-06-01,0,0,2019-06-17,1
1468,31.0,0.0,1.0,66779.0,3.0,3.0,709210.0,,1.0,2020-01-09,C20,2020-12-01,0,0,2020-12-29,0
1469,28.0,0.0,0.0,44091.0,1.0,1.0,752450.0,2020-02-15,2.0,2019-08-30,C9,2020-02-01,1,0,2020-02-15,1
1470,30.0,0.0,0.0,47565.0,1.0,1.0,13715180.0,2020-05-16,2.0,2018-02-17,C28,2020-05-01,0,0,2020-05-16,1
1471,36.0,0.0,1.0,43690.0,1.0,1.0,1455180.0,2019-05-28,1.0,2016-05-27,C27,2019-05-01,0,0,2019-05-28,1
1472,41.0,1.0,2.0,107368.0,2.0,4.0,18851330.0,2020-12-14,1.0,2014-07-18,C22,2020-12-01,0,0,2020-12-14,1
1473,41.0,0.0,0.0,94171.0,3.0,3.0,0.0,2019-01-02,1.0,2018-07-17,C26,2019-02-01,0,0,2019-01-02,1
1474,27.0,0.0,1.0,25207.0,2.0,2.0,0.0,2019-11-15,1.0,2019-10-17,C27,2019-11-01,0,0,2019-11-15,1
1475,28.0,0.0,1.0,104567.0,3.0,3.0,26696700.0,,4.0,2020-01-02,C21,2020-12-01,1,0,2020-12-29,0
1476,33.0,0.0,1.0,39422.0,2.0,2.0,150360.0,2020-06-09,1.0,2020-06-13,C14,2020-09-01,0,0,2020-06-09,1
1477,30.0,0.0,2.0,110542.0,4.0,4.0,0.0,2019-09-11,1.0,2019-06-07,C8,2019-11-01,0,0,2019-09-11,1
1479,37.0,0.0,0.0,50436.0,3.0,3.0,5143840.0,2020-12-06,1.0,2020-06-02,C5,2020-06-01,0,0,2020-12-06,1
1480,29.0,1.0,0.0,39635.0,2.0,2.0,0.0,2019-04-01,1.0,2018-11-12,C25,2019-01-01,0,0,2019-04-01,1
1481,36.0,1.0,1.0,16688.0,1.0,1.0,394850.0,2019-04-22,1.0,2019-06-01,C2,2019-04-01,0,0,2019-04-22,1
1482,38.0,1.0,1.0,50211.0,3.0,3.0,0.0,2020-09-15,1.0,2020-11-04,C27,2020-09-01,0,0,2020-09-15,1
1483,24.0,1.0,2.0,40408.0,1.0,1.0,485600.0,2019-05-04,1.0,2018-07-07,C13,2019-04-01,0,0,2019-05-04,1
1484,46.0,0.0,0.0,101198.0,2.0,4.0,47124880.0,,3.0,2014-09-14,C2,2020-12-01,0,0,2020-12-29,0
1485,25.0,0.0,1.0,46010.0,1.0,1.0,0.0,2020-06-19,1.0,2020-03-29,C21,2020-06-01,0,0,2020-06-19,1
1486,45.0,1.0,0.0,81172.0,1.0,4.0,29181100.0,,1.0,2016-09-12,C15,2020-12-01,0,0,2020-12-29,0
1487,30.0,0.0,2.0,23299.0,1.0,1.0,1979760.0,2019-06-09,2.0,2018-12-28,C26,2019-09-01,1,0,2019-06-09,1
1489,29.0,0.0,1.0,39403.0,2.0,2.0,1410500.0,,3.0,2020-08-18,C8,2020-12-01,1,0,2020-12-29,0
1490,39.0,1.0,0.0,71142.0,2.0,2.0,1174310.0,2020-04-10,1.0,2020-03-20,C21,2020-10-01,0,0,2020-04-10,1
1491,26.0,0.0,1.0,56936.0,2.0,2.0,0.0,2020-07-29,1.0,2020-04-18,C20,2020-08-01,0,0,2020-07-29,1
1492,42.0,0.0,0.0,130279.0,3.0,3.0,0.0,2020-11-28,1.0,2020-04-10,C1,2020-12-01,0,0,2020-11-28,1
1493,27.0,0.0,2.0,64476.0,1.0,1.0,4722090.0,2020-06-22,1.0,2019-07-21,C19,2020-06-01,0,0,2020-06-22,1
1494,32.0,1.0,0.0,34356.0,1.0,1.0,0.0,2019-07-01,1.0,2018-09-05,C18,2019-01-01,0,0,2019-07-01,1
1495,30.0,0.0,2.0,97212.0,2.0,2.0,889800.0,,2.0,2020-06-29,C22,2020-12-01,1,0,2020-12-29,0
1498,28.0,1.0,0.0,49570.0,2.0,2.0,0.0,2020-09-27,1.0,2020-04-05,C12,2020-09-01,0,0,2020-09-27,1
1500,31.0,0.0,2.0,86551.0,3.0,3.0,127760.0,2020-12-09,1.0,2020-06-13,C18,2020-09-01,0,0,2020-12-09,1
1501,38.0,0.0,2.0,73316.0,3.0,3.0,0.0,,1.0,2020-11-17,C5,2020-12-01,0,0,2020-12-29,0
1502,35.0,1.0,2.0,64780.0,2.0,2.0,150030.0,2020-01-31,1.0,2019-09-28,C21,2020-02-01,0,0,2020-01-31,1
1504,50.0,0.0,2.0,31555.0,2.0,2.0,17624660.0,,3.0,2018-02-03,C8,2020-12-01,0,0,2020-12-29,0
1505,27.0,1.0,1.0,69831.0,3.0,3.0,1052990.0,,2.0,2020-03-07,C22,2020-12-01,1,0,2020-12-29,0
1506,31.0,1.0,1.0,57107.0,1.0,1.0,0.0,2019-11-21,1.0,2019-08-15,C14,2019-11-01,0,0,2019-11-21,1
1507,39.0,1.0,2.0,60780.0,2.0,2.0,0.0,2019-01-25,1.0,2018-10-28,C19,2019-01-01,0,0,2019-01-25,1
1508,33.0,0.0,0.0,108452.0,2.0,3.0,8000250.0,2019-10-28,1.0,2013-07-21,C23,2019-10-01,0,0,2019-10-28,1
1509,35.0,0.0,1.0,79222.0,2.0,2.0,10264390.0,2020-08-30,1.0,2019-07-20,C27,2020-09-01,0,0,2020-08-30,1
1510,28.0,1.0,1.0,92375.0,1.0,3.0,12796500.0,,3.0,2017-07-14,C16,2020-12-01,1,0,2020-12-29,0
1512,32.0,0.0,1.0,49957.0,2.0,2.0,1741740.0,2019-12-20,1.0,2019-05-05,C23,2019-12-01,0,0,2019-12-20,1
1513,25.0,1.0,0.0,19448.0,1.0,2.0,3117260.0,2019-03-06,1.0,2018-06-07,C28,2019-06-01,0,0,2019-03-06,1
1514,32.0,0.0,0.0,54667.0,3.0,3.0,640640.0,,1.0,2020-01-08,C20,2020-12-01,0,0,2020-12-29,0
1515,36.0,0.0,2.0,84573.0,3.0,3.0,0.0,,1.0,2020-10-31,C24,2020-12-01,0,0,2020-12-29,0
1516,35.0,1.0,2.0,75453.0,2.0,2.0,658610.0,2019-12-15,2.0,2019-07-07,C12,2019-12-01,1,0,2019-12-15,1
1517,42.0,1.0,2.0,125545.0,1.0,3.0,4504950.0,2019-02-06,1.0,2015-09-20,C11,2019-06-01,0,0,2019-02-06,1
1518,36.0,1.0,2.0,113064.0,3.0,3.0,300210.0,,1.0,2020-01-09,C15,2020-12-01,0,0,2020-12-29,0
1520,32.0,0.0,2.0,64559.0,1.0,2.0,5839760.0,2019-12-14,1.0,2013-10-30,C5,2019-12-01,0,0,2019-12-14,1
1521,31.0,0.0,1.0,31401.0,1.0,1.0,0.0,,1.0,2020-07-12,C20,2020-12-01,0,0,2020-12-29,0
1522,30.0,1.0,2.0,64606.0,2.0,2.0,1597690.0,2020-11-21,1.0,2020-08-05,C6,2020-11-01,0,0,2020-11-21,1
1523,28.0,1.0,2.0,35116.0,1.0,1.0,0.0,2020-03-13,1.0,2020-03-01,C2,2020-03-01,0,0,2020-03-13,1
1524,35.0,1.0,0.0,44784.0,2.0,2.0,1439130.0,2019-07-07,1.0,2018-09-24,C13,2019-07-01,0,0,2019-07-07,1
1525,28.0,1.0,0.0,61884.0,2.0,2.0,711920.0,2019-03-28,1.0,2018-08-17,C13,2019-03-01,0,0,2019-03-28,1
1526,34.0,0.0,2.0,60087.0,1.0,1.0,14026730.0,,3.0,2016-12-24,C1,2020-12-01,0,0,2020-12-29,0
1527,31.0,0.0,2.0,82042.0,2.0,2.0,196920.0,,1.0,2020-08-05,C5,2020-12-01,0,0,2020-12-29,0
1528,42.0,0.0,2.0,76707.0,2.0,2.0,0.0,2019-02-28,1.0,2018-11-30,C25,2019-03-01,0,0,2019-02-28,1
1529,37.0,1.0,0.0,20523.0,1.0,1.0,0.0,,1.0,2020-07-11,C5,2020-12-01,0,0,2020-12-29,0
1530,27.0,0.0,2.0,44841.0,1.0,1.0,0.0,2020-09-27,1.0,2020-07-25,C20,2020-09-01,0,0,2020-09-27,1
1531,31.0,0.0,2.0,46001.0,2.0,2.0,320450.0,2019-03-23,1.0,2017-01-21,C25,2019-03-01,0,0,2019-03-23,1
1532,37.0,0.0,1.0,48555.0,2.0,2.0,3268160.0,,2.0,2019-09-15,C2,2020-12-01,1,0,2020-12-29,0
1533,32.0,1.0,0.0,74305.0,3.0,3.0,0.0,2020-11-13,1.0,2020-09-21,C22,2020-11-01,0,0,2020-11-13,1
1534,30.0,1.0,0.0,96076.0,3.0,3.0,3329000.0,2020-06-30,1.0,2020-02-23,C26,2020-07-01,0,0,2020-06-30,1
1536,27.0,0.0,2.0,39731.0,1.0,1.0,0.0,2019-08-30,1.0,2019-07-19,C15,2019-09-01,0,0,2019-08-30,1
1540,32.0,0.0,2.0,44949.0,1.0,2.0,10990300.0,2020-11-01,2.0,2016-04-29,C5,2020-01-01,0,0,2020-11-01,1
1541,40.0,0.0,0.0,48956.0,1.0,1.0,825600.0,2020-09-21,2.0,2020-05-15,C4,2020-09-01,1,0,2020-09-21,1
1542,39.0,1.0,0.0,42300.0,1.0,1.0,0.0,2019-02-18,1.0,2018-11-13,C6,2019-02-01,0,0,2019-02-18,1
1543,44.0,0.0,1.0,31948.0,1.0,1.0,0.0,2019-01-16,1.0,2018-06-18,C4,2019-01-01,0,0,2019-01-16,1
1544,37.0,0.0,1.0,90123.0,2.0,2.0,350000.0,2020-03-13,1.0,2019-10-31,C13,2020-03-01,0,0,2020-03-13,1
1547,33.0,1.0,2.0,57863.0,2.0,2.0,803540.0,2020-05-05,1.0,2020-02-01,C13,2020-05-01,0,0,2020-05-05,1
1548,28.0,0.0,1.0,35090.0,1.0,1.0,1893740.0,2019-05-14,1.0,2018-10-19,C20,2019-05-01,0,0,2019-05-14,1
1549,36.0,1.0,1.0,95945.0,1.0,3.0,21660330.0,,3.0,2015-08-30,C21,2020-12-01,1,0,2020-12-29,0
1550,30.0,0.0,1.0,25552.0,2.0,2.0,483680.0,,1.0,2020-03-10,C2,2020-12-01,0,0,2020-12-29,0
1553,45.0,1.0,0.0,24821.0,1.0,1.0,1553390.0,2020-06-03,1.0,2019-06-23,C1,2020-03-01,0,0,2020-06-03,1
1555,29.0,0.0,1.0,42317.0,1.0,1.0,4071230.0,2019-06-22,2.0,2018-06-23,C23,2019-06-01,0,0,2019-06-22,1
1556,31.0,1.0,0.0,21762.0,1.0,1.0,0.0,2020-09-19,1.0,2020-08-06,C26,2020-09-01,0,0,2020-09-19,1
1557,32.0,0.0,2.0,47379.0,1.0,1.0,145500.0,2019-12-09,1.0,2019-05-23,C12,2019-09-01,0,0,2019-12-09,1
1558,31.0,0.0,0.0,34561.0,2.0,2.0,3209970.0,2019-06-20,1.0,2018-09-29,C22,2019-06-01,0,0,2019-06-20,1
1559,38.0,1.0,2.0,62853.0,1.0,1.0,2661590.0,2019-09-22,1.0,2018-06-25,C14,2019-09-01,0,0,2019-09-22,1
1560,37.0,0.0,1.0,44999.0,1.0,2.0,9460590.0,2020-07-29,2.0,2015-08-13,C7,2020-08-01,0,0,2020-07-29,1
1561,31.0,0.0,0.0,30292.0,1.0,1.0,386060.0,,1.0,2019-11-15,C25,2020-05-01,0,0,2020-12-29,0
1562,25.0,1.0,2.0,31361.0,1.0,1.0,1350140.0,2019-09-05,1.0,2018-10-06,C17,2019-05-01,0,0,2019-09-05,1
1563,42.0,1.0,2.0,35176.0,2.0,2.0,8856850.0,,3.0,2019-06-21,C27,2020-12-01,1,0,2020-12-29,0
1565,36.0,1.0,1.0,30310.0,1.0,1.0,5698600.0,2020-12-04,1.0,2018-10-23,C9,2020-04-01,0,0,2020-12-04,1
1566,31.0,1.0,0.0,59451.0,3.0,3.0,0.0,2020-09-25,1.0,2020-06-28,C6,2020-09-01,0,0,2020-09-25,1
1567,36.0,0.0,1.0,46726.0,3.0,3.0,151600.0,2019-11-26,1.0,2019-07-29,C22,2019-11-01,0,0,2019-11-26,1
1568,34.0,0.0,1.0,70455.0,2.0,2.0,0.0,,1.0,2020-11-12,C20,2020-12-01,0,0,2020-12-29,0
1569,25.0,0.0,2.0,56760.0,1.0,1.0,6424400.0,2020-06-29,1.0,2018-05-13,C21,2020-07-01,0,0,2020-06-29,1
1570,33.0,1.0,2.0,72503.0,2.0,2.0,0.0,2019-07-12,1.0,2019-10-31,C21,2019-12-01,0,0,2019-07-12,1
1571,23.0,0.0,2.0,54632.0,1.0,1.0,0.0,2019-11-30,1.0,2019-09-28,C16,2019-12-01,0,0,2019-11-30,1
1572,30.0,0.0,0.0,21245.0,2.0,2.0,0.0,2019-06-29,1.0,2019-06-06,C8,2019-07-01,0,0,2019-06-29,1
1573,30.0,1.0,1.0,62349.0,1.0,2.0,19301010.0,,4.0,2015-07-30,C8,2020-12-01,1,0,2020-12-29,0
1574,27.0,0.0,0.0,72839.0,2.0,2.0,0.0,2019-11-22,1.0,2019-06-28,C14,2019-11-01,0,0,2019-11-22,1
1575,34.0,0.0,2.0,111621.0,3.0,3.0,0.0,2019-09-22,1.0,2019-08-30,C15,2019-09-01,0,0,2019-09-22,1
1576,29.0,0.0,2.0,71740.0,3.0,3.0,5300890.0,2020-10-30,2.0,2020-04-04,C26,2020-11-01,0,0,2020-10-30,1
1577,32.0,1.0,0.0,43963.0,2.0,2.0,0.0,2019-01-12,1.0,2019-09-17,C24,2019-12-01,0,0,2019-01-12,1
1578,42.0,0.0,2.0,54922.0,2.0,2.0,6887200.0,2020-09-02,1.0,2018-05-10,C13,2020-02-01,0,0,2020-09-02,1
1579,24.0,0.0,0.0,32779.0,1.0,1.0,7277380.0,,4.0,2019-10-12,C10,2020-12-01,1,0,2020-12-29,0
1580,27.0,0.0,0.0,23149.0,2.0,2.0,0.0,2020-04-01,1.0,2019-05-09,C27,2020-01-01,0,0,2020-04-01,1
1581,29.0,0.0,0.0,25873.0,1.0,1.0,0.0,2019-06-30,1.0,2019-06-30,C15,2019-07-01,0,0,2019-06-30,1
1582,39.0,0.0,1.0,52711.0,2.0,2.0,2659790.0,2019-06-20,2.0,2018-08-31,C3,2019-06-01,0,0,2019-06-20,1
1583,27.0,1.0,0.0,12456.0,1.0,1.0,0.0,2019-11-01,1.0,2018-07-05,C16,2019-01-01,0,0,2019-11-01,1
1585,48.0,0.0,1.0,117644.0,2.0,4.0,17967580.0,2020-05-27,1.0,2013-06-16,C7,2020-05-01,0,0,2020-05-27,1
1586,30.0,1.0,0.0,75643.0,2.0,2.0,0.0,,1.0,2020-09-20,C6,2020-12-01,0,0,2020-12-29,0
1587,46.0,1.0,0.0,48111.0,2.0,2.0,3009570.0,2019-09-07,1.0,2018-02-17,C20,2019-07-01,0,0,2019-09-07,1
1588,42.0,0.0,1.0,84516.0,1.0,2.0,19559860.0,,3.0,2015-09-20,C5,2020-12-01,1,0,2020-12-29,0
1589,39.0,0.0,2.0,55037.0,3.0,3.0,1462050.0,2019-08-06,1.0,2018-10-26,C15,2019-06-01,0,0,2019-08-06,1
1590,31.0,1.0,0.0,38396.0,2.0,2.0,0.0,2020-08-09,1.0,2020-05-06,C17,2020-09-01,0,0,2020-08-09,1
1591,28.0,0.0,1.0,43897.0,2.0,2.0,0.0,2019-01-25,1.0,2018-12-16,C19,2019-01-01,0,0,2019-01-25,1
1592,25.0,1.0,2.0,58051.0,1.0,1.0,3313220.0,,3.0,2020-03-05,C29,2020-12-01,1,0,2020-12-29,0
1593,27.0,0.0,0.0,49886.0,2.0,2.0,0.0,2020-11-12,1.0,2020-11-23,C28,2020-12-01,0,0,2020-11-12,1
1594,33.0,0.0,1.0,76101.0,3.0,3.0,450700.0,,1.0,2020-07-31,C20,2020-12-01,0,0,2020-12-29,0
1595,29.0,0.0,1.0,27572.0,1.0,1.0,2272880.0,2019-08-27,3.0,2018-04-08,C22,2019-08-01,1,0,2019-08-27,1
1597,38.0,1.0,1.0,54600.0,2.0,2.0,2512600.0,2019-09-19,2.0,2015-05-31,C17,2019-09-01,1,0,2019-09-19,1
1598,35.0,0.0,2.0,95284.0,4.0,4.0,12423580.0,,1.0,2019-04-10,C20,2020-12-01,0,0,2020-12-29,0
1599,30.0,1.0,2.0,108812.0,3.0,3.0,301200.0,,1.0,2020-04-07,C9,2020-12-01,0,0,2020-12-29,0
1600,37.0,0.0,2.0,83083.0,3.0,3.0,6125270.0,2020-10-07,1.0,2019-08-13,C14,2020-07-01,0,0,2020-10-07,1
1601,31.0,0.0,0.0,59932.0,2.0,2.0,0.0,2020-01-19,1.0,2019-08-29,C12,2020-01-01,0,0,2020-01-19,1
1602,38.0,0.0,0.0,22645.0,1.0,1.0,1016890.0,2019-06-29,1.0,2018-12-09,C10,2019-07-01,0,0,2019-06-29,1
1603,28.0,1.0,2.0,66465.0,1.0,1.0,0.0,2019-01-23,1.0,2018-10-14,C20,2019-01-01,0,0,2019-01-23,1
1605,42.0,0.0,0.0,50832.0,1.0,1.0,4320510.0,,3.0,2020-05-05,C16,2020-12-01,0,0,2020-12-29,0
1606,44.0,1.0,1.0,99127.0,1.0,3.0,22800020.0,,3.0,2014-08-22,C12,2020-12-01,1,0,2020-12-29,0
1607,26.0,0.0,2.0,77477.0,3.0,3.0,4015020.0,2020-07-29,1.0,2020-10-01,C15,2020-08-01,0,0,2020-07-29,1
1609,22.0,1.0,0.0,12987.0,1.0,1.0,0.0,2020-04-13,1.0,2019-11-29,C5,2020-04-01,0,0,2020-04-13,1
1610,38.0,0.0,1.0,116218.0,2.0,4.0,1072630.0,2019-12-26,1.0,2019-05-30,C7,2019-12-01,0,0,2019-12-26,1
1611,31.0,0.0,1.0,23537.0,1.0,1.0,4609660.0,2019-09-21,1.0,2018-08-01,C4,2019-09-01,0,0,2019-09-21,1
1612,35.0,0.0,0.0,69697.0,2.0,2.0,12641110.0,2020-07-12,1.0,2018-10-14,C27,2020-12-01,0,0,2020-07-12,1
1613,33.0,0.0,0.0,45531.0,2.0,2.0,0.0,2020-12-04,1.0,2020-01-25,C26,2020-04-01,0,0,2020-12-04,1
1614,42.0,0.0,1.0,20797.0,2.0,2.0,0.0,2019-01-14,1.0,2018-09-07,C27,2019-01-01,0,0,2019-01-14,1
1616,44.0,0.0,1.0,100297.0,5.0,5.0,0.0,2019-06-28,1.0,2017-10-23,C14,2019-07-01,0,0,2019-06-28,1
1617,34.0,0.0,2.0,45153.0,1.0,1.0,0.0,2020-07-17,1.0,2020-03-13,C3,2020-07-01,0,0,2020-07-17,1
1618,29.0,0.0,1.0,56985.0,2.0,2.0,0.0,,1.0,2020-03-11,C1,2020-12-01,0,0,2020-12-29,0
1619,33.0,1.0,0.0,44706.0,2.0,2.0,0.0,,1.0,2020-08-12,C16,2020-12-01,0,0,2020-12-29,0
1621,27.0,0.0,2.0,29043.0,1.0,1.0,7519640.0,2019-08-09,4.0,2018-01-19,C25,2019-09-01,0,0,2019-08-09,1
1622,35.0,0.0,0.0,21412.0,2.0,2.0,0.0,,1.0,2020-09-28,C20,2020-12-01,0,0,2020-12-29,0
1623,37.0,0.0,2.0,94437.0,1.0,3.0,14313890.0,,2.0,2015-02-08,C5,2020-12-01,0,0,2020-12-29,0
1624,30.0,1.0,1.0,72989.0,3.0,3.0,101850.0,2019-04-02,1.0,2018-02-12,C13,2019-02-01,0,0,2019-04-02,1
1625,40.0,0.0,2.0,56380.0,3.0,3.0,164520.0,,1.0,2020-11-22,C29,2020-12-01,0,0,2020-12-29,0
1626,40.0,0.0,2.0,113174.0,4.0,4.0,0.0,,1.0,2020-03-11,C1,2020-12-01,0,0,2020-12-29,0
1627,31.0,0.0,1.0,34473.0,2.0,2.0,0.0,2019-11-14,1.0,2019-06-28,C1,2019-11-01,0,0,2019-11-14,1
1628,37.0,0.0,0.0,35189.0,3.0,3.0,0.0,2020-12-05,1.0,2020-04-20,C27,2020-05-01,0,0,2020-12-05,1
1629,38.0,0.0,0.0,112424.0,2.0,4.0,7120860.0,,1.0,2014-01-08,C12,2019-09-01,0,0,2020-12-29,0
1630,35.0,1.0,1.0,98568.0,2.0,2.0,0.0,2020-01-18,1.0,2019-12-12,C28,2020-01-01,0,0,2020-01-18,1
1631,23.0,1.0,2.0,71984.0,1.0,3.0,9309340.0,2019-12-17,1.0,2018-01-13,C6,2019-12-01,0,0,2019-12-17,1
1632,36.0,1.0,1.0,81876.0,2.0,2.0,0.0,,1.0,2020-06-12,C3,2020-12-01,0,0,2020-12-29,0
1633,31.0,1.0,0.0,52126.0,2.0,2.0,6097060.0,,3.0,2019-11-29,C29,2020-12-01,1,0,2020-12-29,0
1634,23.0,1.0,1.0,40818.0,1.0,1.0,270780.0,,1.0,2020-09-14,C21,2020-12-01,0,0,2020-12-29,0
1635,29.0,0.0,0.0,13417.0,1.0,1.0,252760.0,2019-03-16,1.0,2018-12-31,C20,2019-03-01,0,0,2019-03-16,1
1636,32.0,0.0,2.0,61712.0,3.0,3.0,0.0,2020-07-18,1.0,2020-03-29,C12,2020-07-01,0,0,2020-07-18,1
1637,34.0,1.0,2.0,68209.0,3.0,3.0,948670.0,,1.0,2020-03-08,C1,2020-12-01,0,0,2020-12-29,0
1638,33.0,1.0,1.0,122837.0,3.0,3.0,60153830.0,2020-06-30,4.0,2019-11-04,C2,2020-07-01,0,0,2020-06-30,1
1639,47.0,0.0,1.0,50533.0,1.0,1.0,738300.0,2019-05-07,1.0,2018-01-09,C8,2019-07-01,0,0,2019-05-07,1
1640,28.0,0.0,1.0,88169.0,3.0,3.0,11769770.0,2020-11-27,2.0,2019-09-11,C28,2020-11-01,1,0,2020-11-27,1
1642,50.0,0.0,2.0,55774.0,2.0,2.0,15329900.0,,3.0,2018-05-09,C29,2020-12-01,1,0,2020-12-29,0
1643,36.0,0.0,1.0,47992.0,1.0,1.0,454610.0,2019-03-31,1.0,2018-10-09,C25,2019-04-01,0,0,2019-03-31,1
1644,48.0,1.0,1.0,105513.0,2.0,4.0,28842760.0,,1.0,2014-04-28,C9,2020-12-01,0,0,2020-12-29,0
1645,25.0,0.0,0.0,15822.0,1.0,1.0,0.0,2020-02-28,1.0,2019-04-10,C3,2020-03-01,0,0,2020-02-28,1
1646,33.0,1.0,2.0,74903.0,3.0,3.0,0.0,2020-07-29,1.0,2020-05-15,C1,2020-08-01,0,0,2020-07-29,1
1647,26.0,0.0,2.0,36114.0,1.0,1.0,650770.0,2019-03-29,1.0,2018-03-09,C3,2019-04-01,0,0,2019-03-29,1
1650,31.0,1.0,0.0,34600.0,2.0,2.0,0.0,,1.0,2020-11-12,C23,2020-12-01,0,0,2020-12-29,0
1651,43.0,0.0,0.0,21942.0,1.0,1.0,4836070.0,2020-04-05,2.0,2018-10-21,C18,2020-05-01,0,0,2020-04-05,1
1652,33.0,0.0,1.0,127193.0,3.0,3.0,1335220.0,,2.0,2020-01-05,C3,2020-12-01,1,0,2020-12-29,0
1653,32.0,1.0,0.0,16486.0,1.0,1.0,0.0,2020-07-14,1.0,2020-04-27,C19,2020-07-01,0,0,2020-07-14,1
1655,34.0,1.0,1.0,43252.0,1.0,2.0,16431480.0,,3.0,2015-06-08,C11,2020-12-01,1,0,2020-12-29,0
1657,40.0,0.0,0.0,100892.0,1.0,4.0,21404140.0,,2.0,2015-06-09,C10,2020-12-01,0,0,2020-12-29,0
1658,30.0,1.0,2.0,34234.0,1.0,1.0,3489080.0,,2.0,2019-11-21,C22,2020-12-01,1,0,2020-12-29,0
1659,25.0,1.0,1.0,60688.0,2.0,2.0,0.0,2019-09-28,1.0,2019-01-08,C22,2019-10-01,0,0,2019-09-28,1
1661,43.0,0.0,1.0,21898.0,1.0,1.0,543200.0,2019-03-29,1.0,2016-05-17,C20,2019-04-01,0,0,2019-03-29,1
1662,43.0,1.0,0.0,120954.0,1.0,3.0,21851100.0,,3.0,2015-09-20,C1,2020-12-01,1,0,2020-12-29,0
1663,36.0,0.0,2.0,59481.0,2.0,2.0,0.0,,1.0,2019-11-19,C5,2020-03-01,0,0,2020-12-29,0
1664,52.0,1.0,1.0,91839.0,1.0,4.0,25121990.0,2020-12-18,2.0,2016-01-28,C27,2020-12-01,0,0,2020-12-18,1
1665,35.0,0.0,1.0,52175.0,2.0,2.0,1139880.0,2020-11-21,2.0,2020-04-26,C12,2020-11-01,1,0,2020-11-21,1
1666,34.0,0.0,1.0,42844.0,2.0,2.0,2921180.0,,4.0,2020-07-31,C21,2020-12-01,1,0,2020-12-29,0
1667,42.0,0.0,1.0,58534.0,3.0,3.0,0.0,2019-05-17,1.0,2019-02-04,C29,2019-05-01,0,0,2019-05-17,1
1668,33.0,1.0,0.0,52635.0,2.0,2.0,3416270.0,,1.0,2019-09-08,C15,2020-12-01,0,0,2020-12-29,0
1669,22.0,0.0,0.0,11068.0,1.0,1.0,2903650.0,2020-11-28,1.0,2019-08-09,C25,2020-12-01,0,0,2020-11-28,1
1670,34.0,1.0,1.0,24875.0,1.0,1.0,10734200.0,,2.0,2018-07-03,C1,2020-12-01,0,0,2020-12-29,0
1671,29.0,1.0,0.0,62689.0,3.0,3.0,0.0,2020-06-01,1.0,2019-02-12,C9,2020-01-01,0,0,2020-06-01,1
1672,37.0,1.0,1.0,115978.0,4.0,4.0,0.0,2019-06-25,1.0,2017-06-01,C14,2019-06-01,0,0,2019-06-25,1
1673,52.0,1.0,2.0,81784.0,1.0,2.0,4016540.0,2019-11-26,1.0,2018-06-23,C14,2019-11-01,0,0,2019-11-26,1
1674,34.0,1.0,2.0,21627.0,1.0,1.0,219010.0,2020-02-18,1.0,2019-10-18,C1,2020-02-01,0,0,2020-02-18,1
1675,42.0,1.0,2.0,53930.0,1.0,1.0,21717750.0,2020-10-04,1.0,2018-07-13,C14,2020-04-01,0,0,2020-10-04,1
1676,36.0,1.0,2.0,70831.0,2.0,2.0,1212980.0,,2.0,2020-02-08,C27,2020-12-01,1,0,2020-12-29,0
1677,33.0,1.0,2.0,123255.0,2.0,2.0,4513790.0,2019-02-19,4.0,2018-03-01,C10,2019-02-01,0,0,2019-02-19,1
1678,34.0,0.0,0.0,41305.0,2.0,2.0,5911900.0,,2.0,2017-11-29,C16,2020-12-01,1,0,2020-12-29,0
1679,36.0,0.0,2.0,55285.0,1.0,2.0,14577970.0,,2.0,2018-07-27,C12,2020-12-01,0,0,2020-12-29,0
1680,32.0,1.0,1.0,65299.0,2.0,2.0,3018940.0,2020-07-29,1.0,2020-04-01,C9,2020-08-01,0,0,2020-07-29,1
1681,29.0,0.0,2.0,40325.0,1.0,1.0,500000.0,2019-03-18,1.0,2018-08-20,C18,2019-03-01,0,0,2019-03-18,1
1682,24.0,0.0,2.0,48711.0,2.0,2.0,1989440.0,2020-06-11,2.0,2020-05-29,C24,2020-11-01,1,0,2020-06-11,1
1683,40.0,1.0,0.0,100798.0,3.0,3.0,592150.0,2020-07-29,2.0,2020-01-05,C9,2020-08-01,1,0,2020-07-29,1
1685,34.0,1.0,1.0,56916.0,1.0,1.0,3378920.0,2019-08-29,1.0,2018-04-08,C25,2019-09-01,0,0,2019-08-29,1
1686,34.0,0.0,0.0,30959.0,1.0,1.0,174000.0,2020-05-09,1.0,2020-09-06,C15,2020-09-01,0,0,2020-05-09,1
